Facies,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,FaciesLabels
3,15_9_C,2933.0,72.4,0.29,-0.2,39.915,2.3,1,0.15,FSiS
3,15_9_C,2933.5,70.73,0.24100000000000002,-4.0,41.445,2.3,1,0.1,FSiS
3,15_9_C,2934.0,65.14,0.193,-1.9,37.005,2.6,1,0.05,FSiS
7,15_9_C,2934.5,52.05,0.152,5.9,29.525,2.9,2,1.0,D
7,15_9_C,2935.0,30.56,0.121,12.2,27.265,3.0,2,0.958,D
7,15_9_C,2935.5,25.47,0.09699999999999999,10.8,27.915,3.0,2,0.917,D
7,15_9_C,2936.0,25.34,0.09300000000000001,6.4,27.115,3.0,2,0.875,D
7,15_9_C,2936.5,31.3,0.111,3.8,26.515,3.0,2,0.833,D
7,15_9_C,2937.0,45.23,0.146,3.6,24.38,3.0,2,0.792,D
7,15_9_C,2937.5,53.09,0.196,4.7,22.525,3.0,2,0.75,D
7,15_9_C,2938.0,53.66,0.255,2.1,19.515,3.1,2,0.708,D
7,15_9_C,2938.5,48.3,0.318,-1.1,16.71,3.4,2,0.667,D
8,15_9_C,2939.0,47.58,0.386,-1.3,14.275,4.0,2,0.625,PS
8,15_9_C,2939.5,44.54,0.456,0.5,12.48,4.2,2,0.583,PS
8,15_9_C,2940.0,45.57,0.531,1.6,11.42,4.3,2,0.542,PS
8,15_9_C,2940.5,49.17,0.607,1.0,10.82,4.3,2,0.5,PS
8,15_9_C,2941.0,58.97,0.68,0.6,10.535,4.4,2,0.45799999999999996,PS
8,15_9_C,2941.5,78.86,0.7440000000000001,0.7,10.32,4.6,2,0.41700000000000004,PS
8,15_9_C,2942.0,100.24,0.797,1.4,10.38,4.7,2,0.375,PS
8,15_9_C,2942.5,97.94,0.8420000000000001,0.8,10.56,4.8,2,0.33299999999999996,PS
8,15_9_C,2943.0,94.67,0.8809999999999999,-0.5,10.57,4.7,2,0.292,PS
8,15_9_C,2943.5,78.63,0.914,-1.0,10.18,4.7,2,0.25,PS
8,15_9_C,2944.0,97.99,0.932,-1.9,9.31,4.7,2,0.20800000000000002,PS
8,15_9_C,2944.5,130.86,0.9209999999999999,-2.5,8.1,4.9,2,0.16699999999999998,PS
8,15_9_C,2945.0,167.9,0.883,-0.8,6.22,4.5,2,0.125,PS
8,15_9_C,2945.5,191.7,0.8220000000000001,4.2,5.195,3.8,2,0.083,PS
3,15_9_C,2946.0,149.65,0.711,-5.9,24.32,2.3,1,1.0,FSiS
3,15_9_C,2948.0,75.83,0.5710000000000001,-9.4,34.61,2.8,1,0.93,FSiS
3,15_9_C,2948.5,66.28,0.56,2.5,28.99,2.7,1,0.912,FSiS
3,15_9_C,2949.0,69.44,0.5670000000000001,-0.2,27.455,2.6,1,0.895,FSiS
3,15_9_C,2949.5,69.67,0.584,-1.6,24.68,2.6,1,0.877,FSiS
3,15_9_C,2950.0,72.32,0.609,-2.1,21.265,2.9,1,0.86,FSiS
3,15_9_C,2950.5,72.26,0.634,5.3,16.795,3.2,1,0.8420000000000001,FSiS
3,15_9_C,2951.0,66.6,0.652,8.9,13.99,3.3,1,0.825,FSiS
3,15_9_C,2951.5,66.67,0.659,10.7,14.42,3.2,1,0.807,FSiS
3,15_9_C,2952.0,67.49,0.6609999999999999,9.3,15.755,3.2,1,0.789,FSiS
3,15_9_C,2952.5,69.17,0.657,6.3,17.91,3.0,1,0.772,FSiS
3,15_9_C,2953.0,67.63,0.649,6.3,17.22,3.2,1,0.754,FSiS
3,15_9_C,2953.5,74.65,0.639,7.1,16.125,3.1,1,0.737,FSiS
3,15_9_C,2954.0,69.34,0.626,6.4,16.405,3.1,1,0.7190000000000001,FSiS
3,15_9_C,2954.5,67.71,0.616,3.6,17.57,2.9,1,0.7020000000000001,FSiS
3,15_9_C,2955.0,69.85,0.61,2.9,18.53,3.0,1,0.684,FSiS
3,15_9_C,2955.5,72.99,0.606,6.6,17.785,3.0,1,0.667,FSiS
3,15_9_C,2956.0,72.73,0.605,3.5,21.265,2.8,1,0.649,FSiS
3,15_9_C,2956.5,71.24,0.606,-3.0,23.97,2.8,1,0.632,FSiS
3,15_9_C,2957.0,65.18,0.607,-1.1,24.32,3.3,1,0.614,FSiS
3,15_9_C,2957.5,76.51,0.61,3.1,23.925,3.3,1,0.596,FSiS
3,15_9_C,2958.0,72.51,0.615,0.3,27.215,3.1,1,0.579,FSiS
3,15_9_C,2958.5,73.66,0.622,-8.0,30.125,2.7,1,0.561,FSiS
3,15_9_C,2959.0,72.96,0.627,-12.3,29.985,2.5,1,0.544,FSiS
3,15_9_C,2959.5,66.05,0.628,-9.4,26.215,2.8,1,0.526,FSiS
3,15_9_C,2960.0,75.61,0.624,-1.1,21.255,3.1,1,0.509,FSiS
3,15_9_C,2960.5,68.69,0.621,6.8,16.645,3.3,1,0.491,FSiS
3,15_9_C,2961.0,67.49,0.621,5.2,17.925,3.0,1,0.474,FSiS
3,15_9_C,2961.5,71.32,0.62,2.0,18.325,2.9,1,0.456,FSiS
3,15_9_C,2962.0,69.16,0.616,3.5,16.405,3.1,1,0.439,FSiS
3,15_9_C,2962.5,72.18,0.611,5.7,15.525,3.3,1,0.42100000000000004,FSiS
3,15_9_C,2963.0,67.16,0.606,4.4,16.48,3.2,1,0.40399999999999997,FSiS
3,15_9_C,2963.5,72.36,0.606,1.5,18.61,3.2,1,0.386,FSiS
3,15_9_C,2964.0,76.08,0.614,0.8,19.615,3.1,1,0.368,FSiS
3,15_9_C,2964.5,75.85,0.626,1.8,21.045,2.9,1,0.35100000000000003,FSiS
3,15_9_C,2965.0,72.11,0.633,-3.6,22.505,2.7,1,0.33299999999999996,FSiS
3,15_9_C,2965.5,73.8,0.635,-9.0,22.545,2.9,1,0.316,FSiS
3,15_9_C,2966.0,71.57,0.636,-5.1,17.625,3.3,1,0.298,FSiS
3,15_9_C,2966.5,71.38,0.629,1.0,14.06,3.6,1,0.281,FSiS
3,15_9_C,2967.0,72.44,0.622,6.2,14.855,3.1,1,0.263,FSiS
3,15_9_C,2967.5,74.87,0.622,5.8,19.845,2.8,1,0.24600000000000002,FSiS
3,15_9_C,2968.0,76.01,0.621,-2.7,23.955,2.4,1,0.228,FSiS
3,15_9_C,2968.5,76.11,0.618,-9.0,25.4,3.0,1,0.21100000000000002,FSiS
3,15_9_C,2969.0,76.47,0.624,-3.5,24.095,3.3,1,0.193,FSiS
3,15_9_C,2969.5,70.18,0.628,-5.4,24.15,3.2,1,0.175,FSiS
3,15_9_C,2970.0,71.13,0.623,-10.2,24.425,2.9,1,0.158,FSiS
3,15_9_C,2970.5,74.62,0.612,-13.2,21.35,2.9,1,0.14,FSiS
3,15_9_C,2971.0,75.04,0.597,-3.6,17.66,2.9,1,0.12300000000000001,FSiS
3,15_9_C,2971.5,71.03,0.5760000000000001,7.1,16.71,2.5,1,0.105,FSiS
3,15_9_C,2972.0,79.47,0.575,-9.8,35.285,2.1,1,0.08800000000000001,FSiS
3,15_9_C,2972.5,76.72,0.603,-9.9,51.3,1.8,1,0.07,FSiS
3,15_9_C,2973.0,75.01,0.654,-18.3,55.915,1.8,1,0.053,FSiS
6,15_9_C,2974.5,19.52,0.7,1.0,9.78,4.6,2,0.985,WS
8,15_9_C,2975.0,28.87,0.721,8.8,9.73,4.0,2,0.97,PS
8,15_9_C,2975.5,29.43,0.7809999999999999,9.1,11.93,3.6,2,0.955,PS
8,15_9_C,2976.0,29.4,0.825,7.9,12.695,3.5,2,0.94,PS
8,15_9_C,2976.5,31.05,0.8370000000000001,6.4,11.9,3.6,2,0.925,PS
8,15_9_C,2977.0,35.29,0.818,6.4,10.875,3.7,2,0.91,PS
5,15_9_C,2977.5,32.75,0.778,3.5,9.39,3.8,2,0.8959999999999999,MS
5,15_9_C,2978.0,35.61,0.738,3.0,8.16,3.9,2,0.8809999999999999,MS
5,15_9_C,2978.5,36.27,0.705,5.0,7.4,3.6,2,0.866,MS
5,15_9_C,2979.0,36.51,0.67,7.7,8.56,3.2,2,0.851,MS
5,15_9_C,2979.5,35.86,0.633,8.6,10.67,2.9,2,0.836,MS
7,15_9_C,2980.0,33.77,0.599,8.1,12.535,2.9,2,0.821,D
7,15_9_C,2980.5,28.53,0.5670000000000001,7.7,13.935,2.9,2,0.8059999999999999,D
7,15_9_C,2981.0,29.12,0.539,6.0,14.68,2.9,2,0.7909999999999999,D
7,15_9_C,2981.5,29.54,0.519,4.2,14.81,2.8,2,0.7759999999999999,D
7,15_9_C,2982.0,29.95,0.516,2.4,13.68,2.8,2,0.7609999999999999,D
7,15_9_C,2982.5,29.36,0.529,1.7,12.36,3.0,2,0.746,D
7,15_9_C,2983.0,34.62,0.5579999999999999,1.9,10.51,3.3,2,0.731,D
7,15_9_C,2983.5,32.74,0.605,2.0,9.08,3.3,2,0.716,D
6,15_9_C,2984.0,38.04,0.6659999999999999,1.7,8.405,3.2,2,0.701,WS
6,15_9_C,2984.5,39.18,0.728,1.5,8.235,3.2,2,0.687,WS
6,15_9_C,2985.0,39.55,0.792,1.9,8.035,3.3,2,0.672,WS
6,15_9_C,2985.5,37.83,0.846,2.3,7.68,3.4,2,0.657,WS
6,15_9_C,2986.0,35.09,0.884,2.8,7.775,3.4,2,0.642,WS
6,15_9_C,2986.5,38.17,0.905,3.8,7.92,3.6,2,0.627,WS
6,15_9_C,2987.0,37.4,0.9129999999999999,3.9,8.16,3.3,2,0.612,WS
6,15_9_C,2987.5,36.2,0.9129999999999999,2.6,8.54,3.4,2,0.597,WS
6,15_9_C,2988.0,38.73,0.91,2.4,8.6,3.4,2,0.5820000000000001,WS
6,15_9_C,2988.5,36.86,0.9079999999999999,1.9,8.9,3.5,2,0.5670000000000001,WS
6,15_9_C,2989.0,38.24,0.905,2.0,8.845,3.4,2,0.552,WS
6,15_9_C,2989.5,36.1,0.9009999999999999,1.6,8.5,3.4,2,0.537,WS
6,15_9_C,2990.0,38.5,0.897,2.6,8.25,3.3,2,0.522,WS
6,15_9_C,2990.5,35.87,0.89,3.0,8.42,3.4,2,0.507,WS
6,15_9_C,2991.0,37.2,0.884,3.6,8.495,3.3,2,0.493,WS
6,15_9_C,2991.5,39.89,0.88,3.1,8.695,3.6,2,0.478,WS
6,15_9_C,2992.0,40.73,0.8759999999999999,2.9,8.505,3.7,2,0.46299999999999997,WS
6,15_9_C,2992.5,41.81,0.873,2.0,8.845,3.7,2,0.44799999999999995,WS
6,15_9_C,2993.0,44.47,0.872,1.9,8.74,3.5,2,0.433,WS
6,15_9_C,2993.5,43.87,0.87,1.9,8.715,3.4,2,0.418,WS
6,15_9_C,2994.0,47.4,0.872,2.4,8.375,3.5,2,0.40299999999999997,WS
6,15_9_C,2994.5,48.75,0.875,2.6,8.47,3.6,2,0.38799999999999996,WS
6,15_9_C,2995.0,53.77,0.877,3.1,8.2,3.6,2,0.373,WS
6,15_9_C,2995.5,65.61,0.88,3.2,8.555,3.7,2,0.358,WS
5,15_9_C,2996.0,79.98,0.884,3.0,8.435,3.8,2,0.34299999999999997,MS
5,15_9_C,2996.5,115.6,0.885,3.6,8.76,3.9,2,0.32799999999999996,MS
5,15_9_C,2997.0,201.75,0.887,3.9,8.645,4.1,2,0.313,MS
5,15_9_C,2997.5,242.75,0.889,4.9,8.42,4.1,2,0.299,MS
5,15_9_C,2998.0,238.02,0.893,5.1,8.515,4.3,2,0.284,MS
5,15_9_C,2998.5,215.23,0.899,5.7,8.31,4.2,2,0.26899999999999996,MS
5,15_9_C,2999.0,168.12,0.907,5.6,8.545,4.2,2,0.254,MS
5,15_9_C,2999.5,124.8,0.919,5.2,8.855,3.9,2,0.239,MS
5,15_9_C,3000.0,102.74,0.932,4.6,8.915,4.0,2,0.22399999999999998,MS
5,15_9_C,3000.5,102.74,0.932,4.6,8.915,4.0,2,0.22399999999999998,MS
5,15_9_C,3001.0,81.37,0.941,4.3,8.86,4.1,2,0.209,MS
5,15_9_C,3001.5,70.46,0.943,4.2,8.675,4.2,2,0.19399999999999998,MS
5,15_9_C,3002.0,67.29,0.943,4.9,9.365,4.1,2,0.179,MS
5,15_9_C,3002.5,67.61,0.9390000000000001,5.6,9.555,4.1,2,0.16399999999999998,MS
4,15_9_C,3003.0,68.63,0.941,5.8,9.585,4.1,2,0.149,SiSh
4,15_9_C,3003.5,68.45,0.9570000000000001,6.9,9.95,4.3,2,0.134,SiSh
4,15_9_C,3004.0,73.25,0.996,8.4,10.39,4.4,2,0.11900000000000001,SiSh
4,15_9_C,3004.5,73.21,1.0390000000000001,7.7,9.95,4.5,2,0.10400000000000001,SiSh
8,15_9_C,3005.0,76.24,1.084,4.0,7.9,4.6,2,0.09,PS
8,15_9_C,3005.5,52.57,1.1179999999999999,-0.4,5.215,4.8,2,0.075,PS
8,15_9_C,3006.0,32.84,1.12,-2.2,3.455,5.1,2,0.06,PS
8,15_9_C,3006.5,25.16,1.112,-1.6,2.89,4.8,2,0.045,PS
8,15_9_C,3007.0,25.16,1.112,-1.6,2.89,4.8,2,0.03,PS
4,15_9_C,3007.5,26.22,1.092,-0.4,3.4,4.5,2,0.03,SiSh
4,15_9_C,3008.0,65.36,1.026,1.6,4.715,4.5,2,0.015,SiSh
3,15_9_D,2610.5,74.9,0.782,9.3,11.75,4.084,1,1.0,FSiS
3,15_9_D,2611.0,83.8,0.745,12.0,13.1,3.5010000000000003,1,0.981,FSiS
3,15_9_D,2611.5,86.97,0.726,12.9,12.55,3.4,1,0.9620000000000001,FSiS
3,15_9_D,2612.0,84.43,0.708,13.2,12.0,3.4,1,0.943,FSiS
3,15_9_D,2612.5,78.51,0.708,11.8,11.4,3.4,1,0.925,FSiS
3,15_9_D,2613.0,73.88,0.708,11.3,11.55,3.5,1,0.9059999999999999,FSiS
2,15_9_D,2613.5,71.61,0.7170000000000001,11.5,11.25,3.6,1,0.887,CSiS
2,15_9_D,2614.0,69.86,0.726,11.7,11.05,3.7,1,0.868,CSiS
2,15_9_D,2614.5,69.25,0.736,11.1,10.65,3.7,1,0.8490000000000001,CSiS
2,15_9_D,2615.0,68.29,0.726,8.6,9.7,3.7,1,0.83,CSiS
2,15_9_D,2615.5,68.5,0.7170000000000001,7.8,9.8,3.7,1,0.8109999999999999,CSiS
2,15_9_D,2616.0,73.65,0.675,6.3,10.65,3.5,1,0.792,CSiS
2,15_9_D,2616.5,92.68,0.5670000000000001,9.2,13.2,3.3,1,0.774,CSiS
2,15_9_D,2617.0,107.22,0.483,11.3,15.75,3.3,1,0.755,CSiS
2,15_9_D,2617.5,132.81,0.436,16.7,19.65,3.4,1,0.736,CSiS
2,15_9_D,2618.0,151.94,0.39899999999999997,0.0,29.9,3.6,1,0.7170000000000001,CSiS
2,15_9_D,2618.5,154.37,0.39,3.1,31.45,3.4,1,0.698,CSiS
2,15_9_D,2619.0,153.77,0.39,8.4,34.1,3.0,1,0.679,CSiS
2,15_9_D,2619.5,132.29,0.39,8.2,34.1,2.8,1,0.66,CSiS
3,15_9_D,2620.0,102.28,0.418,0.0,30.0,2.6,1,0.642,FSiS
3,15_9_D,2620.5,77.82,0.436,17.9,20.15,2.4,1,0.623,FSiS
3,15_9_D,2621.0,67.52,0.446,10.1,12.25,2.5,1,0.604,FSiS
3,15_9_D,2621.5,61.32,0.455,7.0,8.1,2.8,1,0.585,FSiS
2,15_9_D,2622.0,58.69,0.455,7.1,7.95,3.0,1,0.5660000000000001,CSiS
2,15_9_D,2622.5,54.36,0.465,6.3,8.55,3.3,1,0.547,CSiS
2,15_9_D,2623.0,52.75,0.455,4.8,10.4,3.5,1,0.528,CSiS
2,15_9_D,2623.5,51.96,0.465,4.7,11.15,3.4,1,0.509,CSiS
2,15_9_D,2624.0,54.01,0.483,4.5,11.65,3.4,1,0.491,CSiS
2,15_9_D,2624.5,54.16,0.493,4.6,12.2,3.4,1,0.47200000000000003,CSiS
2,15_9_D,2625.0,54.27,0.493,5.1,12.95,3.4,1,0.45299999999999996,CSiS
2,15_9_D,2625.5,55.84,0.483,4.7,13.35,3.6,1,0.434,CSiS
2,15_9_D,2626.0,57.43,0.446,4.8,13.5,3.6,1,0.415,CSiS
2,15_9_D,2626.5,58.22,0.36200000000000004,4.9,13.75,3.5,1,0.396,CSiS
2,15_9_D,2627.0,58.88,0.315,4.0,14.6,3.3,1,0.377,CSiS
2,15_9_D,2627.5,60.6,0.306,4.5,15.25,3.2,1,0.358,CSiS
2,15_9_D,2628.0,62.57,0.29600000000000004,4.7,15.35,3.1,1,0.34,CSiS
2,15_9_D,2628.5,66.19,0.32,5.3,15.35,3.1,1,0.321,CSiS
2,15_9_D,2629.0,78.95,0.34700000000000003,7.3,14.85,3.1,1,0.302,CSiS
2,15_9_D,2629.5,84.77,0.373,8.6,14.3,3.1,1,0.28300000000000003,CSiS
2,15_9_D,2630.0,80.83,0.39799999999999996,8.6,13.4,3.1,1,0.264,CSiS
2,15_9_D,2630.5,66.48,0.42100000000000004,6.5,12.35,3.1,1,0.245,CSiS
2,15_9_D,2631.0,63.09,0.441,3.9,11.15,3.1,1,0.226,CSiS
2,15_9_D,2631.5,62.7,0.465,3.9,10.95,3.1,1,0.20800000000000002,CSiS
2,15_9_D,2632.0,63.45,0.465,4.3,11.05,3.1,1,0.18899999999999997,CSiS
2,15_9_D,2632.5,66.94,0.446,5.6,11.8,3.1,1,0.17,CSiS
2,15_9_D,2633.0,77.94,0.436,6.7,13.05,3.2,1,0.151,CSiS
2,15_9_D,2633.5,81.4,0.418,8.1,14.15,3.2,1,0.132,CSiS
3,15_9_D,2634.0,80.74,0.39899999999999997,9.9,15.75,3.2,1,0.113,FSiS
2,15_9_D,2634.5,76.45,0.39,10.6,16.5,3.2,1,0.094,CSiS
2,15_9_D,2635.0,74.99,0.38,11.0,17.0,3.1,1,0.075,CSiS
2,15_9_D,2635.5,75.21,0.38,14.2,19.5,3.1,1,0.057,CSiS
2,15_9_D,2636.0,75.05,0.385,12.6,23.3,3.1,1,0.038,CSiS
2,15_9_D,2636.5,62.14,0.413,9.5,24.65,3.1,1,0.019,CSiS
8,15_9_D,2637.0,46.66,0.45799999999999996,2.8,21.4,3.2,2,1.0,PS
8,15_9_D,2637.5,29.68,0.499,4.6,16.7,3.4,2,0.985,PS
8,15_9_D,2638.0,18.97,0.5579999999999999,-0.3,11.35,3.9,2,0.97,PS
8,15_9_D,2638.5,17.66,0.6509999999999999,0.4,7.3,4.4,2,0.955,PS
8,15_9_D,2639.0,18.02,0.736,0.5,5.15,4.8,2,0.94,PS
8,15_9_D,2639.5,20.47,0.81,3.1,4.15,4.9,2,0.925,PS
8,15_9_D,2640.0,26.7,0.848,4.0,4.4,4.8,2,0.91,PS
8,15_9_D,2640.5,33.18,0.866,6.8,6.0,4.6,2,0.8959999999999999,PS
8,15_9_D,2641.0,42.67,0.866,8.0,7.4,4.4,2,0.8809999999999999,PS
8,15_9_D,2641.5,51.37,0.782,10.1,8.85,3.8,2,0.866,PS
6,15_9_D,2642.0,54.26,0.745,12.6,10.4,3.6,2,0.851,WS
6,15_9_D,2642.5,56.67,0.736,12.8,10.7,3.6,2,0.836,WS
6,15_9_D,2643.0,57.35,0.736,12.3,10.95,3.7,2,0.821,WS
6,15_9_D,2643.5,62.93,0.736,11.1,11.55,3.8,2,0.8059999999999999,WS
6,15_9_D,2644.0,66.49,0.745,10.0,11.0,3.9,2,0.7909999999999999,WS
6,15_9_D,2644.5,64.2,0.754,7.2,9.3,4.0,2,0.7759999999999999,WS
6,15_9_D,2645.0,58.09,0.8009999999999999,2.5,6.55,4.1,2,0.7609999999999999,WS
6,15_9_D,2645.5,55.0,0.904,2.5,4.95,4.1,2,0.746,WS
6,15_9_D,2646.0,55.97,0.9229999999999999,2.5,4.85,4.1,2,0.731,WS
6,15_9_D,2646.5,58.81,0.9129999999999999,3.1,6.05,4.1,2,0.716,WS
6,15_9_D,2647.0,67.1,0.885,5.4,8.3,4.0,2,0.701,WS
6,15_9_D,2647.5,77.82,0.866,8.2,10.7,4.0,2,0.687,WS
4,15_9_D,2648.0,115.71,0.8290000000000001,8.2,11.5,3.9,2,0.672,SiSh
4,15_9_D,2648.5,145.34,0.81,8.1,11.55,3.7,2,0.657,SiSh
4,15_9_D,2649.0,195.89,0.8009999999999999,8.0,11.5,3.7,2,0.642,SiSh
4,15_9_D,2649.5,191.22,0.81,8.3,11.25,3.6,2,0.627,SiSh
4,15_9_D,2650.0,177.59,0.82,7.0,9.7,3.6,2,0.612,SiSh
4,15_9_D,2650.5,151.13,0.866,5.6,7.7,3.6,2,0.597,SiSh
8,15_9_D,2651.0,116.51,0.932,3.0,5.2,3.8,2,0.5820000000000001,PS
8,15_9_D,2651.5,58.47,0.96,2.0,3.4,4.4,2,0.5670000000000001,PS
8,15_9_D,2652.0,56.71,0.951,2.1,3.25,5.0,2,0.552,PS
8,15_9_D,2652.5,64.91,0.9229999999999999,5.4,5.5,5.0,2,0.537,PS
8,15_9_D,2653.0,74.3,0.885,10.1,8.65,4.8,2,0.522,PS
4,15_9_D,2653.5,85.32,0.8290000000000001,9.8,11.4,4.6,2,0.507,SiSh
4,15_9_D,2654.0,97.02,0.754,11.9,13.75,4.3,2,0.493,SiSh
4,15_9_D,2654.5,94.31,0.7170000000000001,10.7,14.45,4.1,2,0.478,SiSh
4,15_9_D,2655.0,88.35,0.6890000000000001,10.2,14.7,3.9,2,0.46299999999999997,SiSh
4,15_9_D,2655.5,87.22,0.66,9.9,14.85,3.8,2,0.44799999999999995,SiSh
4,15_9_D,2656.0,85.82,0.628,9.6,14.8,3.8,2,0.433,SiSh
4,15_9_D,2656.5,85.68,0.614,9.6,14.8,3.7,2,0.418,SiSh
4,15_9_D,2657.0,86.5,0.623,9.4,14.9,3.7,2,0.40299999999999997,SiSh
4,15_9_D,2657.5,88.5,0.623,9.1,15.05,3.6,2,0.38799999999999996,SiSh
4,15_9_D,2658.0,88.84,0.623,8.7,14.95,3.6,2,0.373,SiSh
4,15_9_D,2658.5,83.21,0.633,8.6,14.8,3.4,2,0.358,SiSh
4,15_9_D,2659.0,71.5,0.633,8.7,14.65,3.3,2,0.34299999999999997,SiSh
4,15_9_D,2659.5,67.33,0.6609999999999999,9.2,14.3,3.4,2,0.32799999999999996,SiSh
4,15_9_D,2660.0,61.32,0.6890000000000001,9.5,13.95,3.5,2,0.313,SiSh
4,15_9_D,2660.5,55.48,0.764,8.5,13.05,3.6,2,0.299,SiSh
6,15_9_D,2661.0,51.6,0.857,3.8,10.1,3.7,2,0.284,WS
6,15_9_D,2661.5,47.71,0.838,3.2,9.0,3.8,2,0.26899999999999996,WS
6,15_9_D,2662.0,48.07,0.8009999999999999,3.2,8.9,3.8,2,0.254,WS
4,15_9_D,2662.5,49.41,0.754,3.4,9.3,3.8,2,0.239,SiSh
4,15_9_D,2663.0,66.1,0.6890000000000001,3.7,10.35,3.8,2,0.22399999999999998,SiSh
4,15_9_D,2663.5,76.15,0.633,4.7,11.75,3.6,2,0.209,SiSh
4,15_9_D,2664.0,92.92,0.595,7.6,14.1,3.3,2,0.19399999999999998,SiSh
4,15_9_D,2664.5,100.69,0.5770000000000001,7.8,16.3,3.2,2,0.179,SiSh
4,15_9_D,2665.0,101.16,0.605,7.4,18.6,2.5,2,0.16399999999999998,SiSh
4,15_9_D,2665.5,97.59,0.654,4.5,20.95,2.8,2,0.149,SiSh
4,15_9_D,2666.0,87.35,0.711,4.7,20.85,3.1,2,0.134,SiSh
6,15_9_D,2666.5,72.1,0.7609999999999999,6.8,13.5,3.3,2,0.11900000000000001,WS
6,15_9_D,2667.0,64.79,0.8059999999999999,7.5,9.75,3.8,2,0.10400000000000001,WS
6,15_9_D,2667.5,62.31,0.848,6.4,8.3,3.9,2,0.09,WS
6,15_9_D,2668.0,56.83,0.894,5.0,7.2,3.8,2,0.075,WS
8,15_9_D,2668.5,52.34,0.904,1.7,5.45,3.8,2,0.06,PS
8,15_9_D,2669.0,48.52,0.904,-4.3,8.35,4.0,2,0.045,PS
8,15_9_D,2669.5,54.95,0.885,-12.3,12.45,4.0,2,0.03,PS
8,15_9_D,2670.0,61.02,0.838,-14.4,17.3,3.8,2,0.015,PS
3,15_9_D,2670.5,66.93,0.745,-13.4,21.8,3.6,1,1.0,FSiS
3,15_9_D,2671.0,70.41,0.708,-6.3,21.75,3.2,1,0.9740000000000001,FSiS
3,15_9_D,2671.5,73.06,0.6609999999999999,-1.0,20.0,3.1,1,0.9490000000000001,FSiS
3,15_9_D,2672.0,75.05,0.623,0.3,20.35,3.0,1,0.9229999999999999,FSiS
3,15_9_D,2672.5,76.58,0.614,1.1,21.15,2.9,1,0.897,FSiS
3,15_9_D,2673.0,79.26,0.614,1.0,24.1,2.8,1,0.872,FSiS
3,15_9_D,2673.5,80.34,0.614,6.3,23.55,2.7,1,0.846,FSiS
3,15_9_D,2674.0,80.13,0.614,6.8,23.7,2.6,1,0.821,FSiS
3,15_9_D,2674.5,76.51,0.623,6.6,23.6,2.6,1,0.795,FSiS
3,15_9_D,2675.0,74.52,0.642,3.3,24.25,2.6,1,0.769,FSiS
2,15_9_D,2675.5,73.2,0.67,0.1,23.65,2.6,1,0.7440000000000001,CSiS
2,15_9_D,2676.0,69.51,0.698,4.0,17.9,2.7,1,0.718,CSiS
2,15_9_D,2676.5,64.97,0.736,4.6,16.0,2.8,1,0.6920000000000001,CSiS
2,15_9_D,2677.0,65.21,0.736,6.3,14.85,3.0,1,0.667,CSiS
2,15_9_D,2677.5,65.7,0.736,7.4,13.6,3.1,1,0.6409999999999999,CSiS
2,15_9_D,2678.0,65.24,0.7170000000000001,9.0,11.6,3.3,1,0.615,CSiS
2,15_9_D,2678.5,63.2,0.7170000000000001,9.2,10.7,3.6,1,0.59,CSiS
2,15_9_D,2679.0,61.71,0.6759999999999999,6.7,11.15,3.7,1,0.564,CSiS
2,15_9_D,2679.5,60.3,0.624,4.3,11.05,3.6,1,0.5379999999999999,CSiS
2,15_9_D,2680.0,58.7,0.565,2.5,11.65,3.5,1,0.513,CSiS
2,15_9_D,2680.5,56.18,0.511,0.8,11.7,3.3,1,0.48700000000000004,CSiS
2,15_9_D,2681.0,55.11,0.483,0.4,11.6,3.0,1,0.462,CSiS
2,15_9_D,2681.5,54.51,0.436,0.5,11.55,3.0,1,0.436,CSiS
2,15_9_D,2682.0,55.3,0.41100000000000003,0.8,11.5,2.9,1,0.41,CSiS
2,15_9_D,2682.5,55.56,0.39,1.2,11.6,2.9,1,0.385,CSiS
2,15_9_D,2683.0,54.92,0.36200000000000004,1.1,11.75,2.8,1,0.359,CSiS
2,15_9_D,2683.5,54.92,0.35200000000000004,1.0,11.9,2.8,1,0.33299999999999996,CSiS
2,15_9_D,2684.0,55.63,0.36200000000000004,0.9,11.85,2.9,1,0.308,CSiS
2,15_9_D,2684.5,57.6,0.371,1.0,11.7,2.9,1,0.282,CSiS
2,15_9_D,2685.0,60.83,0.371,1.7,11.45,3.0,1,0.256,CSiS
2,15_9_D,2685.5,62.86,0.38,2.4,11.6,3.1,1,0.231,CSiS
3,15_9_D,2686.0,67.48,0.40700000000000003,8.6,14.6,3.1,1,0.205,FSiS
3,15_9_D,2686.5,74.05,0.436,8.4,14.8,3.2,1,0.179,FSiS
3,15_9_D,2687.0,77.79,0.46399999999999997,8.2,14.6,3.2,1,0.154,FSiS
3,15_9_D,2687.5,76.99,0.49,6.9,13.55,3.3,1,0.128,FSiS
3,15_9_D,2688.0,75.9,0.502,6.7,15.15,3.4,1,0.10300000000000001,FSiS
3,15_9_D,2688.5,74.27,0.521,3.7,18.55,3.5,1,0.077,FSiS
3,15_9_D,2689.0,73.43,0.537,-1.0,21.9,3.6,1,0.051,FSiS
3,15_9_D,2689.5,64.68,0.633,-0.5,20.45,3.3,1,0.026000000000000002,FSiS
